Группы,UUID,Тип,Код,Наименование,Внешний код,Артикул,Единица измерения,Цена: Розничная цена,Закупочная цена,Описание,Минимальная цена,Страна,НДС,Поставщик,Вес,Объем,"Доп. поле: Розничная наценка, %",Доп. поле: Длина,Доп. поле: Ширина,Доп. поле: Высота,Доп. поле: Бренд,Доп. поле: Артикул поставщика,Доп. поле: Артикул производителя,Доп. поле: Кратность отгрузки,Доп. поле: ОЕМ номер
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,d9be87f5-6bf3-11ed-0a80-03a4001daaa5,Товар,10-000033,"Модуль педальный Г-3302, Г-2217 дв. Cummins",КН038121,450362101025,шт,"3800,00","2787,95","Модуль педальный Г-3302, Г-2217 дв. Cummins","3070,00",,20,"ООО ""КНЯГИНЯ""",0,0,36,,,,Рикор Электроникс ОАО (Арзамаский завод радиодеталей) г.Арзамас,038121,,1,450362101025
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,db5ef88f-9bd4-11ed-0a80-1026000c18fb,Товар,1-300972,Модуль насоса топливного электрического Г-3302 Бизнес двс Cummins три выхода Н.Новгород аналог СЭПО,В195518s,33021139020,шт,"3100,00","2277,81",Модуль насоса топливного электрического Г-3302 Бизнес двс Cummins три выхода Н.Новгород аналог СЭПО,"2510,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,36,,,,Н.Новгород,195518s,,1,33021139020
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,dc73d0e0-3f9b-11ec-0a80-00d3004c8030,Товар,2-103009,Кронштейн крепления топливного фильтра 2112,388048,2112-1117020,шт,"120,00","84,50",Кронштейн крепления топливного фильтра 2112,"100,00",,20,"ООО ""АВТО-ТРАСТ""",900,0,41,350,80,30,Тольятти,388048,2112-1117020,1,2112-1117020
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,df06fa0e-32ae-11ee-0a80-0cbf000d759a,Товар,2-657121,Крышка бензобака УАЗ-469 (с ключом) пласт.,012911,469-1103080-01,шт,"240,00","162,50",Крышка бензобака УАЗ-469 (с ключом) пласт.,"180,00",,20,"ООО ""АВТО-ТРАСТ""",0,0,43,,,,Ульяновск,012911,,1,469-1103080-01
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,dff70cba-87fc-11ec-0a80-05c3005070df,Товар,1-160734,"Крышка бензобака ВАЗ 21103, 2123 с клапаном, креплением Амфибия ДААЗ",В1038v,21231103010,шт,"290,00","204,28","Крышка бензобака ВАЗ 21103, 2123 с клапаном, креплением Амфибия ДААЗ","230,00",Россия,20,"ООО ""ТД ВОСХОД""","0,07","0,0004",41,"0,08","0,08","0,06",Димитровград,1038v,21231103010,1,21231103010
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,e19a2ff5-3f9b-11ec-0a80-00d3004c8814,Товар,2-103100,"Крышка бензобака 2108, 2110, 2107 (с ключом) ""ДААЗ""",447248,00000095000000,шт,"470,00","332,79","Крышка бензобака 2108, 2110, 2107 (с ключом) ""ДААЗ""","370,00",,20,"ООО ""АВТО-ТРАСТ""",124,0,41,60,60,50,LADA,447248,00000095000000,1,00000095000000
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,e9a7bfba-87fc-11ec-0a80-05c300507540,Товар,1-160812,Мембрана вакуума карбюратора ВАЗ 2101 ДААЗ,В2268v,21051107520,шт,"80,00","38,32",Мембрана вакуума карбюратора ВАЗ 2101 ДААЗ,"50,00",Россия,20,"ООО ""ТД ВОСХОД""","0,018",0,100,"0,07","0,06","0,01","ООО ""Димитровградский завод автокомпонентов""",2268v,21051107520,1,
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,efcd0d5b-fd83-11eb-0a80-07420027f5e9,Товар,1-037221,Насос топливный электрический двс Г-3302 евро 2 Крайслер быстросъем (модуль) StartVolt SFM 0305,В143445s,SFM0305,шт,"4360,00","3202,00",Насос топливный электрический двс Г-3302 евро 2 Крайслер быстросъем (модуль) StartVolt SFM 0305,"3530,00",,20,"ООО ""ТД ВОСХОД""","1,32","0,015",36,,,,STARTVOLT,143445s,SFM 0305,1,SFM0305
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,efdfe377-fd83-11eb-0a80-07420027f5f4,Товар,1-037222,Насос топливный электрический двс Г-3302 евро 3 Крайслер (модуль) StartVolt SFM 0346,В144601s,SFM0346,шт,"3740,00","2745,00",Насос топливный электрический двс Г-3302 евро 3 Крайслер (модуль) StartVolt SFM 0346,"3020,00",,20,"ООО ""ТД ВОСХОД""","1,2","0,0106",36,,,,STARTVOLT,144601s,SFM 0346,1,SFM0346
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,eff30bdb-fd83-11eb-0a80-07420027f5ff,Товар,1-037223,Насос топливный электрический двс Г-3302 под трубки (модуль) StartVolt SFM 0307,В143449s,SFM0307,шт,"4000,00","2940,00",Насос топливный электрический двс Г-3302 под трубки (модуль) StartVolt SFM 0307,"3240,00",,20,"ООО ""ТД ВОСХОД""","1,6","0,0118",36,,,,STARTVOLT,143449s,SFM 0307,1,SFM0307
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,f6ed7c28-0e9d-11ee-0a80-13ed00276f55,Товар,1-313827,"Насос топливный ВАЗ 1111 Avtoelectrica, 704-1106010-01 (1шт.)",В507436v,704-1106010-01,шт,"670,00","611,52","Насос топливный ВАЗ 1111 Avtoelectrica, 704-1106010-01 (1шт.)","680,00",Китай,20,"ООО ""ТД ВОСХОД""","0,6","0,1944",8,18,12,9,Avtoelectrica,507436v,1111-1106010,1,704-1106010-01
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,f7361558-3f9e-11ec-0a80-00d3004ff240,Товар,2-112907,"Насос струйный УАЗ 2206, 3163",210625,316000110491010,шт,"320,00","221,10","Насос струйный УАЗ 2206, 3163","250,00",,20,"ООО ""АВТО-ТРАСТ""",10,0,41,70,40,40,UAZ,210625,316000110491010,1,
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,f8122dcb-c31e-11ed-0a80-0d8f000d420f,Товар,1-500006,Наконечник топливной трубки ВАЗ 1118 прямой,В9854v,11181104410,шт,"120,00","66,10",Наконечник топливной трубки ВАЗ 1118 прямой,"80,00",,20,"ООО ""ТД ВОСХОД""",0,0,72,,,,ВАЗ,9854v,9854v,1,11181104410
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,fdebaa24-9bd3-11ed-0a80-1026000baeea,Товар,1-301125,"Прокладка бензонасоса ВАЗ 2101-08 паронитовая 1,2 мм",В3346v,3346v,шт,"10,00","3,40","Прокладка бензонасоса ВАЗ 2101-08 паронитовая 1,2 мм","10,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,3346v,,1,3346v
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,0426c3e8-3f9e-11ec-0a80-00d3004ee39b,Товар,2-109953,"Резонатор ""LADA Vesta"" ""ЭКРИС"" с виброкомпенсатором",536935,VST-8450006416,шт,"3360,00","2467,70","Резонатор ""LADA Vesta"" ""ЭКРИС"" с виброкомпенсатором","2720,00",,20,"ООО ""АВТО-ТРАСТ""","5,53",0,36,2200,500,500,ЭКРИС,536935,VST-8450006416,1,VST-8450006416
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,047c8716-e8bb-11ec-0a80-0c2e002db611,Товар,1-175660,Прокладка эл/бензонасоса ВАЗ 2107 инжектор БРТ,В8826v,21214-1101138-10Р,шт,"100,00","47,92",Прокладка эл/бензонасоса ВАЗ 2107 инжектор БРТ,"60,00",,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,БРТ,8826v,21214-1101138-10Р,1,212141101138
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,07c16b34-9bd4-11ed-0a80-1026000bb16b,Товар,2-300085,Прокладка дросселя ГАЗ 406 двс,032492,406.1148015,шт,"30,00","11,20",Прокладка дросселя ГАЗ 406 двс,"20,00",Китай,20,"ООО ""АВТО-ТРАСТ""",0,0,100,,,,Н.Новгород,032492,,1,406.1148015
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,07f16a1c-9bd4-11ed-0a80-1026000bb178,Товар,1-301179,Прокладка под карбюратор ВАЗ 2101 паронит армированная з-д,В5617v,21011107015,шт,"30,00","10,90",Прокладка под карбюратор ВАЗ 2101 паронит армированная з-д,"20,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ВАТИ-АВТО,5617v,,1,21011107015
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,0853d6e5-9bd4-11ed-0a80-1026000bb192,Товар,1-301142,"Прокладка дроссельной заслонки ВАЗ 2110, Нива Урбан",В2871v,210821148025,шт,"30,00","12,20","Прокладка дроссельной заслонки ВАЗ 2110, Нива Урбан","20,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,2871v,,1,210821148025
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,09dd6710-9bd4-11ed-0a80-1026000bb1fe,Товар,1-301219,"Прокладка эл/бензонасоса ВАЗ 2110 евробак 1,6 Балаково",В4544v,21103110113810,шт,"30,00","14,66","Прокладка эл/бензонасоса ВАЗ 2110 евробак 1,6 Балаково","20,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,БРТ,4544v,,1,21103110113810
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,0a0cb2d5-9bd4-11ed-0a80-1026000bb20b,Товар,1-301191,Прокладка приемной трубы ВАЗ 2101-08 паронитовая,В2926v,21031203020,шт,"30,00","14,77",Прокладка приемной трубы ВАЗ 2101-08 паронитовая,"20,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,2926v,,1,21031203020
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,0ccc3ccd-9bd4-11ed-0a80-1026000bb340,Товар,1-301218,Прокладка эл/бензонасоса ВАЗ 21082-10 Балаково,В4997v,210821101138В,шт,"40,00","17,86",Прокладка эл/бензонасоса ВАЗ 21082-10 Балаково,"20,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,БРТ,4997v,,1,210821101138В
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,0ce2c01c-6965-11ed-0a80-0d8c008b557b,Товар,1-300234,Прокладка под карбюратор двс 402 текстолит,В10902g,24-1107020,шт,"180,00","103,88",Прокладка под карбюратор двс 402 текстолит,"120,00",,20,"ООО ""ТД ВОСХОД""",0,0,72,,,,ПЗИ,10902g,,1,24-1107020
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,0fe8d1f5-9bd4-11ed-0a80-1026000bb448,Товар,10-000111,Прокладка ресивера двс УМЗ-А274 Evotech Г-3302 (силикон),КН080893,274010080180,шт,"40,00","19,19",Прокладка ресивера двс УМЗ-А274 Evotech Г-3302 (силикон),"30,00",Китай,20,"ООО ""КНЯГИНЯ""",0,0,100,,,,ПромТехПласт ООО,080893,,1,274010080180
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,1166530b-6965-11ed-0a80-0d8c008b57f3,Товар,1-300235,Прокладка приемной трубы Г-3302 двс 406 перфометалл БЦМ,В10034g,3302-1203240,шт,"220,00","150,53",Прокладка приемной трубы Г-3302 двс 406 перфометалл БЦМ,"170,00",,20,"ООО ""ТД ВОСХОД""",0,0,41,,,,БЦМ,10034g,,1,3302-1203240
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,14de8cd7-9bd4-11ed-0a80-1026000bb5a8,Товар,1-301208,Прокладка ресивера ВАЗ 2110,В2939v,21111008055,шт,"50,00","24,40",Прокладка ресивера ВАЗ 2110,"30,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,2939v,,1,21111008055
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,16934eae-9bd4-11ed-0a80-1026000bb61c,Товар,1-301209,"Прокладка ресивера ВАЗ 21214, 2123",В7379v,21231008055,шт,"60,00","27,10","Прокладка ресивера ВАЗ 21214, 2123","30,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,7379v,,1,21231008055
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,17ed32d2-9bd4-11ed-0a80-1026000bb677,Товар,1-301141,Прокладка датчика бензобака ВАЗ 2101-07 БРТ,В7542v,21011101138,шт,"60,00","28,86",Прокладка датчика бензобака ВАЗ 2101-07 БРТ,"40,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,7542v,,1,21011101138
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,18ecc992-9bd4-11ed-0a80-1026000bb6b7,Товар,1-301192,Прокладка приемной трубы ВАЗ 2107 инжектор/21214 металл,В8423v,21071203020,шт,"60,00","29,90",Прокладка приемной трубы ВАЗ 2107 инжектор/21214 металл,"40,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,8423v,,1,21071203020
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,1985074e-9bd4-11ed-0a80-1026000bb6de,Товар,1-301180,Прокладка под карбюратор ВАЗ 2101 текстолит 2105-1007016,В9948v,21051007016,шт,"60,00","30,00",Прокладка под карбюратор ВАЗ 2101 текстолит 2105-1007016,"40,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,ТОЛЬЯТТИ,9948v,,1,21051007016
КАТЕГОРИИ ТОВАРОВ/Топливная и выхлопная система,24c80572-fd84-11eb-0a80-074200280d17,Товар,1-037824,Прокладка приемной трубы ВАЗ 2112 перфометалл Trialli,В67262v,GZ 102 0112-1,шт,"210,00","148,00",Прокладка приемной трубы ВАЗ 2112 перфометалл Trialli,"170,00",,20,"ООО ""ТД ВОСХОД""","0,056","0,00016",41,,,,TRIALLI,67262v,GZ 102 0112-1,1,GZ 102 0112-1
